13255591286041,13255592496791,13255593867208,13255594256916,13255595489708,13255622768958,0,0,0
13255624480416,13255624480916,13255624520750,13255624521041,13255624558666,13255624558916,0,0,0
13256480303333,13256480306250,13256480588416,13256480590250,13256480902916,13256480904875,0,0,0
13256552951083,13256552953833,13256553095166,13256553096625,13256553230000,13256553231416,0,0,0
13257478121583,13257478123958,13257478196375,13257478197291,13257478305250,13257478306833,0,0,0
13257486341708,13257486343958,13257486431750,13257486432708,13257486522250,13257486523500,0,0,0
13258482842625,13258482844958,13258482979541,13258482981208,13258483045708,13258483046583,0,0,0
13258524234541,13258524237041,13258524326583,13258524327833,13258524404083,13258524405166,0,0,0
13259489059791,13259489062583,13259489176750,13259489178250,13259489282833,13259489284333,0,0,0
13259562082750,13259562085583,13259562212291,13259562214166,13259562345500,13259562347041,0,0,0
13260589716458,13260589720375,13260589898208,13260589900208,13260590017041,13260590018583,0,0,0
13261496402500,13261496405875,13261496561000,13261496562750,13261496672458,13261496674250,0,0,0
13261518873333,13261518876333,13261518995625,13261518996916,13261519105833,13261519107083,0,0,0
13262500503750,13262500511000,13262500639875,13262500641666,13262500786375,13262500788083,0,0,0
13262550870416,13262550873125,13262550974333,13262550976041,13262551075000,13262551076000,0,0,0
13263505408166,13263505412083,13263506485416,13263506487791,13263506972166,13263506974041,0,0,0
13263586953166,13263586956708,13263587199916,13263587202125,13263587374791,13263587376250,0,0,0
13264510223041,13264510226250,13264510381166,13264510383458,13264510523000,13264510524750,0,0,0
13264526330250,13264526332375,13264526452208,13264526453541,13264526566875,13264526568125,0,0,0
13265515095041,13265515097666,13265515230625,13265515232666,13265515333500,13265515335208,0,0,0
13265560884125,13265560885708,13265560972833,13265560974208,13265561066333,13265561067583,0,0,0
13266519044958,13266519050791,13266519177291,13266519179125,13266519292000,13266519293500,0,0,0
13266596607000,13266596609125,13266596703625,13266596705708,13266596805000,13266596806416,0,0,0
13267520737708,13267520741291,13267520889208,13267520891000,13267521015583,13267521017125,0,0,0
13267527295583,13267527300208,13267527390833,13267527391708,13267527470208,13267527471041,0,0,0
13268523213708,13268523220750,13268523390708,13268523392541,13268523547416,13268523548791,0,0,0
13268557546666,13268557548875,13268557716541,13268557718166,13268557883416,13268557884791,0,0,0
13269523898458,13269523901833,13269524077791,13269524079583,13269524237708,13269524239375,0,0,0
13269597070291,13269597073875,13269597310250,13269597311916,13269597467458,13269597468708,0,0,0
13270525538875,13270525542500,13270525670250,13270525672625,13270525790500,13270525791875,0,0,0
13270526766916,13270526768708,13270526857291,13270526858625,13270526952541,13270526953750,0,0,0
13271530524875,13271530535875,13271530697416,13271530699208,13271530853333,13271530854833,0,0,0
13271568991625,13271568995041,13271569150458,13271569152583,13271569299708,13271569300875,0,0,0
13272535472541,13272535476875,13272535723083,13272535724916,13272535864250,13272535865500,0,0,0
13272602005916,13272602009208,13272602150125,13272602151958,13272602288916,13272602290166,0,0,0
13273538299333,13273538303208,13273538437583,13273538439750,13273538541791,13273538543375,0,0,0
13273638748416,13273638753250,13273638851416,13273638852916,13273638939333,13273638940291,0,0,0
13274543332583,13274543336500,13274543486125,13274543488333,13274543604958,13274543606583,0,0,0
13274570295708,13274570299250,13274570435166,13274570437000,13274570585958,13274570587041,0,0,0
13275548012125,13275548015625,13275548120458,13275548122416,13275548219166,13275548220416,0,0,0
13275593018708,13275593022208,13275593168833,13275593171166,13275593276916,13275593278541,0,0,0
13276548289583,13276548292791,13276548409083,13276548411083,13276548499541,13276548500916,0,0,0
13276631241208,13276631244583,13276631475583,13276631478333,13276631587458,13276631588958,0,0,0
13277551661541,13277551664708,13277551754500,13277551755625,13277551829083,13277551830291,0,0,0
13277560010541,13277560012500,13277560105208,13277560106541,13277560193041,13277560194333,0,0,0
13278553140875,13278553144750,13278553259583,13278553261333,13278553364000,13278553365500,0,0,0
13278585237958,13278585241166,13278585362666,13278585364208,13278585465208,13278585466458,0,0,0
13279556777375,13279556781250,13279556917500,13279556919041,13279557011458,13279557012916,0,0,0
13279626582583,13279626586458,13279626698250,13279626699750,13279626807916,13279626809125,0,0,0
13280558227791,13280558231125,13280558370041,13280558371916,13280558490666,13280558492250,0,0,0
13280562735583,13280562737833,13280562841958,13280562843250,13280562946250,13280562947333,0,0,0
13281562188625,13281562191833,13281562298583,13281562300125,13281562383750,13281562385458,0,0,0
13281600550250,13281600553666,13281600647000,13281600648541,13281600725000,13281600726416,0,0,0
13282567143208,13282567145625,13282567210708,13282567211708,13282567293625,13282567294541,0,0,0
13282636807958,13282636811208,13282636896916,13282636897833,13282636957416,13282636958125,0,0,0
13283571624583,13283571625791,13283571678666,13283571680083,13283571786000,13283571787250,0,0,0
13283666232583,13283666234583,13283666286208,13283666286958,13283666338791,13283666339291,0,0,0
13284573416750,13284573419083,13284573637583,13284573639083,13284573699125,13284573699750,0,0,0
13284597331750,13284597334416,13284597422125,13284597423458,13284597484583,13284597485416,0,0,0
13285578936875,13285578940041,13285579049750,13285579051500,13285579146375,13285579147875,0,0,0
13285627933958,13285627938250,13285628124916,13285628127083,13285628226875,13285628228333,0,0,0
13286578821625,13286578822833,13286578861291,13286578861916,13286578937708,13286578938208,0,0,0
13286661778750,13286661780083,13286661815958,13286661816500,13286661849916,13286661850375,0,0,0
13287580103333,13287580104625,13287580143166,13287580143708,13287580177250,13287580178333,0,0,0
13287580999500,13287581000750,13287581026166,13287581026750,13287581048916,13287581049458,0,0,0
13288585005208,13288585006416,13288585031166,13288585031791,13288585053916,13288585054500,0,0,0
13288607381291,13288607382875,13288607409916,13288607410500,13288607435958,13288607436500,0,0,0
13289586907250,13289586908541,13289586949208,13289586949875,13289586971708,13289586972166,0,0,0
13289632552291,13289632554083,13289632595666,13289632596291,13289632630708,13289632631250,0,0,0
13290589413875,13290589416250,13290589467666,13290589469125,13290589554958,13290589556375,0,0,0
13290656876750,13290656878000,13290656904083,13290656904666,13290656931541,13290656932041,0,0,0
13291594758666,13291594762541,13291594911833,13291594913333,13291594994833,13291594996041,0,0,0
13291691752416,13291691755250,13291691813833,13291691814708,13291691868375,13291691869500,0,0,0
13292598437625,13292598440791,13292598540666,13292598542250,13292598633333,13292598634958,0,0,0
13292633073125,13292633075708,13292633160458,13292633161833,13292633238916,13292633240000,0,0,0
13293603237416,13293603240333,13293603310458,13293603312250,13293603385083,13293603386666,0,0,0
13293664812416,13293664816125,13293664906708,13293664908041,13293664969708,13293664971083,0,0,0
13294607169500,13294607172916,13294607242458,13294607244375,13294607301083,13294607302583,0,0,0
13294694043958,13294694047375,13294694157916,13294694159416,13294694231666,13294694232958,0,0,0
13295611813791,13295611816875,13295611883875,13295611885416,13295611943041,13295611944583,0,0,0
13295632139833,13295632141750,13295632207083,13295632208375,13295632256541,13295632257625,0,0,0
13296617035875,13296617038958,13296617122083,13296617123583,13296617191041,13296617192375,0,0,0
13296663652291,13296663654791,13296663742750,13296663744500,13296663843541,13296663845000,0,0,0
13297617194875,13297617200750,13297617288291,13297617289791,13297617347208,13297617348583,0,0,0
13297703043250,13297703045500,13297703132333,13297703134541,13297703193166,13297703194083,0,0,0
13298620952083,13298620973041,13298621057625,13298621059333,13298621112333,13298621113916,0,0,0
13298630784666,13298630817083,13298630908708,13298630909541,13298630960166,13298630960666,0,0,0
13299622249333,13299622252458,13299622321500,13299622322583,13299622412375,13299622413583,0,0,0
13299676036750,13299676039791,13299676094791,13299676095916,13299676146375,13299676147041,0,0,0
13300627522833,13300627526541,13300627615416,13300627616833,13300627692583,13300627693791,0,0,0
13300703692208,13300703695458,13300703759375,13300703760458,13300703813375,13300703814208,0,0,0
13301629302625,13301629305625,13301629371375,13301629372333,13301629427833,13301629428833,0,0,0
13301633857833,13301633859791,13301633900291,13301633901083,13301633937375,13301633938000,0,0,0
13302631358875,13302631363375,13302631426625,13302631427875,13302631480083,13302631481041,0,0,0
13302669824166,13302669827416,13302669893375,13302669894458,13302669945041,13302669946041,0,0,0
13303635221958,13303635224416,13303635258083,13303635258666,13303635308791,13303635309166,0,0,0
13303700466083,13303700468041,13303700495541,13303700495958,13303700534791,13303700535375,0,0,0
13304637241833,13304637243708,13304637272875,13304637273333,13304637302250,13304637302708,0,0,0
13304638512000,13304638513458,13304638548333,13304638549250,13304638580875,13304638581583,0,0,0
13305665256000,13305665259208,13305665322708,13305665324375,13305665365375,13305665366125,0,0,0
